PING 10.0.0.7 (10.0.0.7) 56(84) bytes of data.
64 bytes from 10.0.0.7: icmp_seq=28 ttl=64 time=924 ms
64 bytes from 10.0.0.7: icmp_seq=29 ttl=64 time=680 ms
64 bytes from 10.0.0.7: icmp_seq=30 ttl=64 time=702 ms
64 bytes from 10.0.0.7: icmp_seq=31 ttl=64 time=728 ms
64 bytes from 10.0.0.7: icmp_seq=32 ttl=64 time=754 ms
64 bytes from 10.0.0.7: icmp_seq=33 ttl=64 time=773 ms
64 bytes from 10.0.0.7: icmp_seq=34 ttl=64 time=789 ms
64 bytes from 10.0.0.7: icmp_seq=35 ttl=64 time=802 ms
64 bytes from 10.0.0.7: icmp_seq=36 ttl=64 time=810 ms
64 bytes from 10.0.0.7: icmp_seq=37 ttl=64 time=816 ms
64 bytes from 10.0.0.7: icmp_seq=38 ttl=64 time=820 ms
64 bytes from 10.0.0.7: icmp_seq=39 ttl=64 time=822 ms
64 bytes from 10.0.0.7: icmp_seq=40 ttl=64 time=823 ms
64 bytes from 10.0.0.7: icmp_seq=41 ttl=64 time=823 ms
64 bytes from 10.0.0.7: icmp_seq=42 ttl=64 time=823 ms
64 bytes from 10.0.0.7: icmp_seq=43 ttl=64 time=824 ms
64 bytes from 10.0.0.7: icmp_seq=44 ttl=64 time=826 ms
64 bytes from 10.0.0.7: icmp_seq=45 ttl=64 time=830 ms
64 bytes from 10.0.0.7: icmp_seq=46 ttl=64 time=836 ms
64 bytes from 10.0.0.7: icmp_seq=47 ttl=64 time=845 ms
64 bytes from 10.0.0.7: icmp_seq=48 ttl=64 time=857 ms
64 bytes from 10.0.0.7: icmp_seq=49 ttl=64 time=873 ms
64 bytes from 10.0.0.7: icmp_seq=50 ttl=64 time=894 ms
64 bytes from 10.0.0.7: icmp_seq=51 ttl=64 time=919 ms
64 bytes from 10.0.0.7: icmp_seq=52 ttl=64 time=939 ms
64 bytes from 10.0.0.7: icmp_seq=53 ttl=64 time=818 ms
64 bytes from 10.0.0.7: icmp_seq=54 ttl=64 time=388 ms
64 bytes from 10.0.0.7: icmp_seq=55 ttl=64 time=697 ms
64 bytes from 10.0.0.7: icmp_seq=56 ttl=64 time=757 ms
64 bytes from 10.0.0.7: icmp_seq=57 ttl=64 time=797 ms
64 bytes from 10.0.0.7: icmp_seq=58 ttl=64 time=835 ms
64 bytes from 10.0.0.7: icmp_seq=59 ttl=64 time=868 ms
64 bytes from 10.0.0.7: icmp_seq=60 ttl=64 time=894 ms
64 bytes from 10.0.0.7: icmp_seq=61 ttl=64 time=915 ms
64 bytes from 10.0.0.7: icmp_seq=62 ttl=64 time=931 ms
64 bytes from 10.0.0.7: icmp_seq=63 ttl=64 time=939 ms
64 bytes from 10.0.0.7: icmp_seq=64 ttl=64 time=770 ms
64 bytes from 10.0.0.7: icmp_seq=65 ttl=64 time=668 ms
64 bytes from 10.0.0.7: icmp_seq=66 ttl=64 time=687 ms
64 bytes from 10.0.0.7: icmp_seq=67 ttl=64 time=714 ms
64 bytes from 10.0.0.7: icmp_seq=68 ttl=64 time=738 ms
64 bytes from 10.0.0.7: icmp_seq=69 ttl=64 time=758 ms
64 bytes from 10.0.0.7: icmp_seq=70 ttl=64 time=774 ms
64 bytes from 10.0.0.7: icmp_seq=71 ttl=64 time=786 ms
64 bytes from 10.0.0.7: icmp_seq=72 ttl=64 time=794 ms
64 bytes from 10.0.0.7: icmp_seq=73 ttl=64 time=800 ms
64 bytes from 10.0.0.7: icmp_seq=74 ttl=64 time=804 ms
64 bytes from 10.0.0.7: icmp_seq=75 ttl=64 time=806 ms
64 bytes from 10.0.0.7: icmp_seq=76 ttl=64 time=806 ms
64 bytes from 10.0.0.7: icmp_seq=77 ttl=64 time=807 ms
64 bytes from 10.0.0.7: icmp_seq=78 ttl=64 time=808 ms
64 bytes from 10.0.0.7: icmp_seq=79 ttl=64 time=808 ms
64 bytes from 10.0.0.7: icmp_seq=80 ttl=64 time=810 ms
64 bytes from 10.0.0.7: icmp_seq=81 ttl=64 time=814 ms
64 bytes from 10.0.0.7: icmp_seq=82 ttl=64 time=820 ms
64 bytes from 10.0.0.7: icmp_seq=83 ttl=64 time=830 ms
64 bytes from 10.0.0.7: icmp_seq=84 ttl=64 time=841 ms
64 bytes from 10.0.0.7: icmp_seq=85 ttl=64 time=858 ms
64 bytes from 10.0.0.7: icmp_seq=86 ttl=64 time=879 ms
64 bytes from 10.0.0.7: icmp_seq=87 ttl=64 time=905 ms
64 bytes from 10.0.0.7: icmp_seq=88 ttl=64 time=938 ms
64 bytes from 10.0.0.7: icmp_seq=89 ttl=64 time=945 ms
64 bytes from 10.0.0.7: icmp_seq=90 ttl=64 time=449 ms
64 bytes from 10.0.0.7: icmp_seq=91 ttl=64 time=695 ms
64 bytes from 10.0.0.7: icmp_seq=92 ttl=64 time=735 ms
64 bytes from 10.0.0.7: icmp_seq=93 ttl=64 time=780 ms
64 bytes from 10.0.0.7: icmp_seq=94 ttl=64 time=820 ms
64 bytes from 10.0.0.7: icmp_seq=95 ttl=64 time=855 ms
64 bytes from 10.0.0.7: icmp_seq=96 ttl=64 time=885 ms
64 bytes from 10.0.0.7: icmp_seq=97 ttl=64 time=909 ms
64 bytes from 10.0.0.7: icmp_seq=98 ttl=64 time=928 ms
64 bytes from 10.0.0.7: icmp_seq=99 ttl=64 time=939 ms
64 bytes from 10.0.0.7: icmp_seq=100 ttl=64 time=824 ms
64 bytes from 10.0.0.7: icmp_seq=101 ttl=64 time=167 ms
64 bytes from 10.0.0.7: icmp_seq=102 ttl=64 time=477 ms
64 bytes from 10.0.0.7: icmp_seq=103 ttl=64 time=499 ms
64 bytes from 10.0.0.7: icmp_seq=104 ttl=64 time=518 ms
64 bytes from 10.0.0.7: icmp_seq=105 ttl=64 time=535 ms
64 bytes from 10.0.0.7: icmp_seq=106 ttl=64 time=546 ms
64 bytes from 10.0.0.7: icmp_seq=107 ttl=64 time=554 ms
64 bytes from 10.0.0.7: icmp_seq=108 ttl=64 time=559 ms
64 bytes from 10.0.0.7: icmp_seq=109 ttl=64 time=563 ms
64 bytes from 10.0.0.7: icmp_seq=110 ttl=64 time=565 ms
64 bytes from 10.0.0.7: icmp_seq=111 ttl=64 time=565 ms
64 bytes from 10.0.0.7: icmp_seq=112 ttl=64 time=565 ms
64 bytes from 10.0.0.7: icmp_seq=113 ttl=64 time=565 ms
64 bytes from 10.0.0.7: icmp_seq=114 ttl=64 time=566 ms
64 bytes from 10.0.0.7: icmp_seq=115 ttl=64 time=569 ms
64 bytes from 10.0.0.7: icmp_seq=116 ttl=64 time=572 ms
64 bytes from 10.0.0.7: icmp_seq=117 ttl=64 time=578 ms
64 bytes from 10.0.0.7: icmp_seq=118 ttl=64 time=588 ms
64 bytes from 10.0.0.7: icmp_seq=119 ttl=64 time=600 ms
64 bytes from 10.0.0.7: icmp_seq=120 ttl=64 time=617 ms
64 bytes from 10.0.0.7: icmp_seq=121 ttl=64 time=637 ms
64 bytes from 10.0.0.7: icmp_seq=122 ttl=64 time=665 ms
64 bytes from 10.0.0.7: icmp_seq=123 ttl=64 time=697 ms
64 bytes from 10.0.0.7: icmp_seq=124 ttl=64 time=734 ms
64 bytes from 10.0.0.7: icmp_seq=125 ttl=64 time=777 ms
64 bytes from 10.0.0.7: icmp_seq=126 ttl=64 time=828 ms
64 bytes from 10.0.0.7: icmp_seq=127 ttl=64 time=887 ms
64 bytes from 10.0.0.7: icmp_seq=128 ttl=64 time=954 ms
64 bytes from 10.0.0.7: icmp_seq=129 ttl=64 time=1026 ms
64 bytes from 10.0.0.7: icmp_seq=130 ttl=64 time=1109 ms
64 bytes from 10.0.0.7: icmp_seq=131 ttl=64 time=1198 ms
64 bytes from 10.0.0.7: icmp_seq=132 ttl=64 time=1241 ms
64 bytes from 10.0.0.7: icmp_seq=133 ttl=64 time=977 ms
64 bytes from 10.0.0.7: icmp_seq=134 ttl=64 time=140 ms
64 bytes from 10.0.0.7: icmp_seq=135 ttl=64 time=674 ms
64 bytes from 10.0.0.7: icmp_seq=136 ttl=64 time=689 ms
64 bytes from 10.0.0.7: icmp_seq=137 ttl=64 time=717 ms
64 bytes from 10.0.0.7: icmp_seq=138 ttl=64 time=743 ms
64 bytes from 10.0.0.7: icmp_seq=139 ttl=64 time=763 ms
64 bytes from 10.0.0.7: icmp_seq=140 ttl=64 time=780 ms
64 bytes from 10.0.0.7: icmp_seq=141 ttl=64 time=793 ms
64 bytes from 10.0.0.7: icmp_seq=142 ttl=64 time=802 ms
64 bytes from 10.0.0.7: icmp_seq=143 ttl=64 time=808 ms
64 bytes from 10.0.0.7: icmp_seq=144 ttl=64 time=813 ms
64 bytes from 10.0.0.7: icmp_seq=145 ttl=64 time=815 ms
64 bytes from 10.0.0.7: icmp_seq=146 ttl=64 time=815 ms
64 bytes from 10.0.0.7: icmp_seq=147 ttl=64 time=816 ms
64 bytes from 10.0.0.7: icmp_seq=148 ttl=64 time=816 ms
64 bytes from 10.0.0.7: icmp_seq=149 ttl=64 time=817 ms
64 bytes from 10.0.0.7: icmp_seq=150 ttl=64 time=818 ms
64 bytes from 10.0.0.7: icmp_seq=151 ttl=64 time=823 ms
64 bytes from 10.0.0.7: icmp_seq=152 ttl=64 time=827 ms
64 bytes from 10.0.0.7: icmp_seq=153 ttl=64 time=836 ms
64 bytes from 10.0.0.7: icmp_seq=154 ttl=64 time=846 ms
64 bytes from 10.0.0.7: icmp_seq=155 ttl=64 time=863 ms
64 bytes from 10.0.0.7: icmp_seq=156 ttl=64 time=882 ms
64 bytes from 10.0.0.7: icmp_seq=157 ttl=64 time=908 ms
64 bytes from 10.0.0.7: icmp_seq=158 ttl=64 time=937 ms
64 bytes from 10.0.0.7: icmp_seq=159 ttl=64 time=958 ms
64 bytes from 10.0.0.7: icmp_seq=160 ttl=64 time=415 ms
64 bytes from 10.0.0.7: icmp_seq=161 ttl=64 time=702 ms
64 bytes from 10.0.0.7: icmp_seq=162 ttl=64 time=742 ms
64 bytes from 10.0.0.7: icmp_seq=163 ttl=64 time=786 ms
64 bytes from 10.0.0.7: icmp_seq=164 ttl=64 time=825 ms
64 bytes from 10.0.0.7: icmp_seq=165 ttl=64 time=859 ms
64 bytes from 10.0.0.7: icmp_seq=166 ttl=64 time=888 ms
64 bytes from 10.0.0.7: icmp_seq=167 ttl=64 time=910 ms
64 bytes from 10.0.0.7: icmp_seq=168 ttl=64 time=929 ms
64 bytes from 10.0.0.7: icmp_seq=169 ttl=64 time=942 ms
64 bytes from 10.0.0.7: icmp_seq=170 ttl=64 time=865 ms
64 bytes from 10.0.0.7: icmp_seq=171 ttl=64 time=161 ms
64 bytes from 10.0.0.7: icmp_seq=172 ttl=64 time=683 ms
64 bytes from 10.0.0.7: icmp_seq=173 ttl=64 time=707 ms
64 bytes from 10.0.0.7: icmp_seq=174 ttl=64 time=732 ms
64 bytes from 10.0.0.7: icmp_seq=175 ttl=64 time=755 ms
64 bytes from 10.0.0.7: icmp_seq=176 ttl=64 time=772 ms
64 bytes from 10.0.0.7: icmp_seq=177 ttl=64 time=785 ms
64 bytes from 10.0.0.7: icmp_seq=178 ttl=64 time=794 ms
64 bytes from 10.0.0.7: icmp_seq=179 ttl=64 time=800 ms
64 bytes from 10.0.0.7: icmp_seq=180 ttl=64 time=805 ms
64 bytes from 10.0.0.7: icmp_seq=181 ttl=64 time=807 ms
64 bytes from 10.0.0.7: icmp_seq=182 ttl=64 time=808 ms
64 bytes from 10.0.0.7: icmp_seq=183 ttl=64 time=809 ms
64 bytes from 10.0.0.7: icmp_seq=184 ttl=64 time=809 ms
64 bytes from 10.0.0.7: icmp_seq=185 ttl=64 time=810 ms
64 bytes from 10.0.0.7: icmp_seq=186 ttl=64 time=811 ms
64 bytes from 10.0.0.7: icmp_seq=187 ttl=64 time=819 ms
64 bytes from 10.0.0.7: icmp_seq=188 ttl=64 time=820 ms
64 bytes from 10.0.0.7: icmp_seq=189 ttl=64 time=828 ms
64 bytes from 10.0.0.7: icmp_seq=190 ttl=64 time=839 ms
64 bytes from 10.0.0.7: icmp_seq=191 ttl=64 time=854 ms
64 bytes from 10.0.0.7: icmp_seq=192 ttl=64 time=874 ms
64 bytes from 10.0.0.7: icmp_seq=193 ttl=64 time=899 ms
64 bytes from 10.0.0.7: icmp_seq=194 ttl=64 time=928 ms
64 bytes from 10.0.0.7: icmp_seq=195 ttl=64 time=957 ms
64 bytes from 10.0.0.7: icmp_seq=196 ttl=64 time=749 ms
64 bytes from 10.0.0.7: icmp_seq=197 ttl=64 time=696 ms
64 bytes from 10.0.0.7: icmp_seq=198 ttl=64 time=738 ms
64 bytes from 10.0.0.7: icmp_seq=199 ttl=64 time=783 ms
64 bytes from 10.0.0.7: icmp_seq=200 ttl=64 time=823 ms

--- 10.0.0.7 ping statistics ---
200 packets transmitted, 200 received, 0% packet loss, time 252ms
rtt min/avg/max/mdev = 43.838/760.338/1245.291/199.917 ms, pipe 2
